mean_int,sd_int,skew_int,kurt_int,target_area,bbox_width,bbox_length,aspect_ratio,scatter_sd_x,scatter_sd_y,dist_max_to_center,mu_20,mu_02,shape_spread_ratio,shadow_area,shadow_to_target_ratio
0.121814683,0.106045337,4.247862602,28.36260553,3346,127,127,1,30.90285686,29.24287681,13.9391187,1286.241179,1153.576716,1.115002723,832,0.248655111
0.136580643,0.116490881,3.760951758,22.37190721,3333,127,127,1,30.48655591,27.16672332,11.59836488,1276.05588,1146.368086,1.113129277,938,0.281428143
0.084404919,0.096020318,6.533872975,54.53477418,3488,127,127,1,30.10497222,27.32638019,13.53790075,1300.845323,1127.551301,1.153690587,1048,0.300458716
0.117815324,0.100841165,4.287898465,29.77574754,3280,127,127,1,30.0666569,28.74280282,13.91260363,1239.002897,1145.219054,1.081891619,875,0.266768293
0.13631879,0.111377863,3.695751112,22.51936044,3456,127,127,1,30.23625725,27.15186378,14.1428147,1266.330683,1161.908058,1.089871677,897,0.259548611
0.086168716,0.084593746,5.706444676,48.97109689,3356,127,127,1,28.77550711,27.48363153,12.74860179,1312.371921,1186.188387,1.106377314,1064,0.3170441
0.080521168,0.077140089,6.178003718,59.01937858,3403,127,127,1,29.23345832,27.16168389,8.201285753,1286.294549,1172.384582,1.097160922,1084,0.318542463
0.136068426,0.112200755,3.484501759,20.42059494,3356,127,127,1,30.00824019,28.08695801,14.90573638,1286.914753,1208.515746,1.064872144,998,0.297377831
0.122770182,0.106189738,4.062578591,26.57308146,3431,127,127,1,28.52839941,30.35108025,15.06034147,1226.743474,1242.810778,1.013097526,926,0.26989216
0.146195236,0.116443404,3.207654241,17.58501175,3277,127,127,1,28.23930149,29.85577112,14.06603861,1201.890035,1230.551214,1.023846757,995,0.30363137
0.127081179,0.103870786,3.690456505,23.39619113,3414,127,127,1,27.38341766,29.10109766,7.424231995,1176.440426,1216.585083,1.034123833,989,0.289689514
0.13959937,0.124032502,3.719394045,20.2660887,3297,127,127,1,26.8890932,26.85997306,15.41601492,1199.320387,1219.346042,1.016697502,946,0.28692751
0.107245471,0.108227928,5.058358561,34.50562573,3459,127,127,1,26.19740855,25.29999497,8.872829879,1187.817341,1196.905084,1.007650792,954,0.275802255
0.070219152,0.081030297,7.09887167,66.52565278,3455,127,127,1,26.80453186,26.40902438,9.915222103,1195.245506,1159.116036,1.031169847,916,0.26512301
0.122423359,0.116685645,4.437083784,27.22304872,3323,127,127,1,24.68021112,25.69031809,22.60937968,1178.381363,1260.257838,1.069482154,1015,0.305446885
0.087525132,0.09471088,5.841255528,45.69657696,3441,127,127,1,27.13671128,26.66611477,17.85219498,1182.219045,1175.856584,1.005410915,1097,0.318802674
0.087648399,0.106798591,5.897410807,42.33612684,3502,127,127,1,23.79236978,23.2657639,19.69149924,1141.83999,1201.482782,1.052233932,821,0.234437464
0.090818158,0.088480794,5.411473495,42.81660345,3429,127,127,1,26.32908059,25.59024184,17.53979717,1199.589152,1189.661458,1.008344974,939,0.27384077
0.174438955,0.138094512,2.752832137,12.02068316,3328,127,127,1,26.28506,26.53506412,18.39391556,1157.981397,1187.873084,1.025813616,953,0.286358173
0.140435193,0.118934595,3.661131112,20.64551994,3363,127,127,1,27.42803665,26.84180776,10.7809756,1234.643957,1235.395304,1.000608554,847,0.25185846
0.159329762,0.125214954,3.067952079,15.61781675,3380,127,127,1,27.36072397,28.81538491,11.8163029,1245.07326,1241.119345,1.003185766,929,0.274852071
0.212078498,0.149730286,1.962638262,6.71482416,3288,127,127,1,27.93800092,28.82910266,18.15012837,1250.967409,1286.582001,1.02846964,889,0.270377129
0.17705126,0.133633806,2.605947716,11.63399999,3360,127,127,1,28.04520454,28.03620542,15.86423197,1253.740816,1244.821769,1.007164919,921,0.274107143
0.215208764,0.153723179,2.005394937,6.734036945,3337,127,127,1,27.85679644,26.95765491,19.48132874,1217.424835,1214.428908,1.002466944,838,0.251123764
0.157890051,0.121782853,2.957088435,15.24310947,3360,127,127,1,28.64117139,26.98334547,10.24912236,1223.539221,1216.66912,1.005646647,910,0.270833333
0.225156777,0.157263515,1.798484716,5.455517454,3278,127,127,1,29.57048573,26.13127295,18.29918372,1271.449076,1131.998546,1.123189673,875,0.266931056
0.127094344,0.105522083,3.999434788,25.74773924,3434,127,127,1,30.56544477,27.74235764,12.74552381,1314.361411,1204.278085,1.091410221,952,0.277227723
0.132460172,0.110936066,3.99862174,25.15895969,3449,127,127,1,28.92130405,26.14573135,15.96080435,1270.595986,1133.813013,1.120639798,864,0.250507393
0.15329159,0.116183148,3.179315687,17.57505036,3282,127,127,1,29.1736586,27.9085885,16.90217003,1227.850953,1177.349221,1.042894437,827,0.2519805
0.112684542,0.099349331,4.568756981,33.14021208,3308,127,127,1,29.54066817,28.00904191,4.162199053,1280.463181,1162.887252,1.101106903,986,0.298065296
0.187819537,0.140569354,2.554534226,10.85551229,3394,127,127,1,28.37559766,27.25454118,18.97944372,1274.766239,1170.396505,1.08917468,934,0.275191514
0.144164321,0.120666333,3.649230587,20.43746217,3454,127,127,1,27.99057045,27.93269186,13.62571298,1271.019652,1205.30589,1.054520402,834,0.241459178
0.158371869,0.126087378,3.116129609,15.57941666,3424,127,127,1,29.62446008,26.8904865,18.63888133,1295.966772,1191.808026,1.087395573,843,0.246203271
0.099935853,0.094173003,4.929962075,36.33488594,3534,127,127,1,28.92835915,29.02882934,15.07559332,1262.368147,1197.863457,1.053849786,867,0.24533107
0.139725031,0.116434618,3.62684297,20.84016215,3444,127,127,1,29.55214388,27.50577251,17.01593789,1322.510563,1201.681363,1.100550116,885,0.256968641
0.119366814,0.106133759,4.309352587,28.32964205,3348,127,127,1,28.92233622,29.34990865,16.44586836,1265.136997,1219.029473,1.037823142,889,0.265531661
0.066364602,0.0679487,6.881893685,72.55651743,3403,127,127,1,30.17130964,27.91911393,12.16384577,1288.509967,1214.30835,1.061106075,973,0.285924185
0.1205643,0.11100755,4.292252518,27.24997399,3297,127,127,1,29.73896751,28.41547041,9.303939343,1272.924494,1304.473283,1.024784493,973,0.295116773
0.075756118,0.077011064,6.356527213,59.30737959,3467,127,127,1,28.69982683,29.09851401,14.24957869,1226.964869,1263.298734,1.0296128,892,0.257282954
0.096009737,0.093412635,5.434716749,43.18479644,3483,127,127,1,26.29717176,27.67595076,5.177614501,1212.456967,1268.996621,1.046632298,961,0.27591157
0.151589786,0.131066991,3.360947691,16.81137952,3419,127,127,1,27.08946036,26.55856113,11.30840129,1190.535739,1225.078752,1.029014679,880,0.2573852
0.114976591,0.12230865,4.760988353,29.0508743,3307,127,127,1,25.45610434,26.22950911,15.00637268,1216.74234,1307.38749,1.074498229,836,0.252797097
0.097462852,0.104402392,5.390494794,38.7435439,3344,127,127,1,26.61757225,27.54380925,18.51922198,1179.245187,1261.772581,1.069983236,977,0.292165072
0.111643593,0.104731652,4.530547596,30.33409018,3369,127,127,1,28.42059538,29.12743974,2.89286788,1209.397284,1268.539578,1.048902288,1015,0.301276343
0.110407332,0.098712373,4.456028086,31.73012132,3388,127,127,1,28.91907772,28.37454207,18.93845091,1240.547002,1245.581022,1.004057903,1033,0.304899646
0.129415834,0.110256067,3.565788585,21.06720607,3449,127,127,1,30.42001602,27.90217756,13.49121561,1325.084475,1241.764579,1.067097981,913,0.26471441
0.162186207,0.130359155,2.89473676,13.80846841,3394,127,127,1,29.23082169,28.09754565,19.64628992,1257.004908,1237.646918,1.015640964,962,0.283441367
0.095868758,0.092434486,5.316867061,41.79428811,3459,127,127,1,28.17549565,28.25331395,13.93829844,1255.631499,1259.638945,1.003191578,896,0.259034403
0.081780168,0.084637629,5.863796009,49.52775941,3432,127,127,1,28.55538755,28.23108752,23.13719596,1264.532095,1235.332075,1.023637385,841,0.24504662
0.076154163,0.075442493,6.281689266,61.78740163,3300,127,127,1,30.788459,27.98099296,5.998394284,1335.995139,1181.60337,1.130662938,1058,0.320606061
0.17815444,0.140092956,2.627178749,10.98717901,3320,127,127,1,30.88747682,27.291508,25.34558225,1319.667376,1152.324247,1.145222258,946,0.284939759
0.187952857,0.144118421,2.43469837,9.563586544,3338,127,127,1,31.02046296,27.22961179,18.77143966,1317.980331,1169.186773,1.127262437,887,0.265727981
0.109757726,0.09952919,4.736159798,33.76323589,3399,127,127,1,30.70526086,26.44204733,18.34861708,1300.674302,1170.284927,1.111416776,904,0.265960577
0.100053855,0.09841483,5.435946103,41.39451591,3452,127,127,1,29.76920108,28.59898772,13.96838662,1261.430469,1200.752724,1.05053309,852,0.246813441
0.179710478,0.137927703,2.64982238,11.49971271,3363,127,127,1,30.74047544,28.85969989,15.30865792,1285.724091,1175.068646,1.094169345,875,0.260184359
0.098417394,0.094200241,5.517049911,43.45510625,3312,127,127,1,28.48115465,26.98874742,12.11977976,1268.88317,1155.973646,1.097674825,989,0.298611111
0.148262533,0.123601409,3.466977319,18.88581341,3298,127,127,1,29.84770756,27.21481342,14.50867379,1276.790045,1160.658086,1.100056994,820,0.248635537
0.171876915,0.128760123,2.642950232,12.11140645,3315,127,127,1,29.43837438,26.78492014,15.23629671,1271.393517,1119.528772,1.135650597,981,0.295927602
0.130925915,0.107616412,3.821209271,24.26182194,3290,127,127,1,29.58129346,27.83655235,15.34784785,1252.358087,1137.039766,1.101419778,929,0.282370821
0.090754251,0.087726582,5.435297532,44.63630185,3285,127,127,1,29.59549201,28.65702821,12.92248691,1267.458318,1198.408924,1.057617557,1038,0.315981735
0.082427141,0.08139132,5.772440768,50.66717971,3394,127,127,1,27.24519349,27.2307994,2.773160439,1217.699298,1168.450151,1.042149121,854,0.251620507
0.113913143,0.099258243,4.161308231,28.20116686,3480,127,127,1,29.01908111,27.29891465,8.782514282,1281.606657,1189.00613,1.077880614,945,0.271551724
0.131744026,0.10901703,3.745873076,23.54815241,3345,127,127,1,29.33508963,28.0018637,18.2005271,1234.549619,1158.845859,1.06532686,948,0.283408072
0.139394483,0.116580241,3.504108222,20.07648644,3310,127,127,1,28.67198097,30.48656919,15.9178169,1235.72028,1262.63724,1.021782405,963,0.290936556
0.077752805,0.088827486,6.480834909,54.53760873,3577,127,127,1,23.7419216,25.67123864,18.41063315,1137.684123,1156.963239,1.01694593,1080,0.301928991
0.080157351,0.090366505,6.115715365,49.21692971,3592,127,127,1,23.86523035,24.22561917,15.87654485,1184.534355,1183.363889,1.0009891,886,0.246659243
0.143664551,0.12121051,3.615285333,20.05500109,3303,127,127,1,27.48302875,27.0904042,20.82249251,1235.744318,1220.089663,1.012830741,902,0.273085074
0.175741996,0.137548121,2.815500315,12.46804461,3403,127,127,1,25.34935643,26.54103688,21.40227574,1133.739181,1249.667563,1.102253132,911,0.267704966
0.232175101,0.165239029,1.886881005,5.621997158,3336,127,127,1,27.81041912,26.01931142,21.73643736,1217.247184,1234.675226,1.014317587,829,0.248501199
0.188624962,0.138867014,2.465818796,10.30650662,3343,127,127,1,27.60252455,28.73344462,7.853381036,1232.890178,1212.845991,1.016526572,906,0.271014059
0.151769062,0.118263625,3.085695349,16.59849083,3289,127,127,1,30.16378998,28.53609497,10.95278123,1272.486861,1250.918752,1.017241814,969,0.294618425
0.145607144,0.11891864,3.367372291,18.43352938,3331,127,127,1,28.08963471,26.52978313,15.28174992,1192.747964,1207.809386,1.012627498,870,0.261182828
0.196469056,0.142801942,2.231287308,8.536875105,3279,127,127,1,29.5229324,28.8172743,19.81085726,1237.683535,1221.1479,1.013541059,879,0.268069533
0.245806047,0.165583711,1.633258,4.28849835,3335,127,127,1,27.4995159,26.66509835,19.8578373,1204.158008,1177.429555,1.022700681,906,0.271664168
0.278171195,0.182559821,1.313553131,2.454051667,3342,127,127,1,27.57764814,25.62700469,50.71121179,1197.959346,1158.262892,1.034272405,864,0.258527828
0.137718051,0.112184361,3.583921793,20.99667424,3295,127,127,1,29.05136793,25.87724996,15.89463388,1244.969146,1160.110119,1.07314739,839,0.254628225
0.157656681,0.121996884,3.063528789,15.83527067,3384,127,127,1,28.89304464,28.27125958,15.63712969,1274.782361,1173.657466,1.086162188,850,0.251182033
0.186257516,0.139354538,2.584567164,10.83741017,3288,127,127,1,29.51388115,27.66857542,15.07359375,1257.073978,1180.76189,1.064629532,884,0.268856448
0.210331457,0.14825667,2.137388264,7.75283623,3390,127,127,1,28.40207907,27.29494356,18.60187508,1268.882072,1146.965969,1.106294438,835,0.246312684
0.118152813,0.101170061,4.35409747,30.02237261,3459,127,127,1,28.85565291,26.89582257,7.111925808,1276.338116,1156.26843,1.103842398,993,0.28707719
0.188782935,0.140215911,2.487945794,10.31758574,3282,127,127,1,28.51541931,26.59659615,15.95785017,1253.201415,1116.293966,1.12264462,833,0.253808653
0.250553146,0.168302771,1.580250473,4.011357833,3347,127,127,1,30.34876812,27.95674632,66.09976845,1317.060349,1203.79902,1.094086577,902,0.26949507
0.156494619,0.121679299,3.235961368,17.3135966,3366,127,127,1,30.2253297,28.9148489,19.85622912,1327.708316,1232.61968,1.077143532,848,0.251931075
0.162201526,0.126521967,3.117667366,15.781652,3292,127,127,1,28.55508628,25.45734779,15.73941339,1358.984379,1090.476077,1.246230346,920,0.279465371
0.137738635,0.117457725,3.924253114,23.18107994,3438,127,127,1,28.63400973,27.86993715,15.06918789,1264.124252,1150.550745,1.098712297,949,0.276032577
0.243716251,0.171497918,1.685986435,4.415349092,3323,127,127,1,28.83807667,26.92268066,72.20078067,1302.641829,1174.66669,1.108945917,829,0.249473367
0.235637111,0.164365399,1.814849301,5.189999753,3305,127,127,1,29.61081614,27.52267771,16.40419519,1266.332961,1186.659476,1.067140984,823,0.249016641
0.187378887,0.144018672,2.481390428,9.974234865,3310,127,127,1,29.18987626,28.10647651,15.49550577,1337.502373,1208.344549,1.106888241,909,0.274622356
0.220125326,0.158027117,1.921853735,6.075385674,3391,127,127,1,30.01488603,27.5980107,47.7300793,1304.153396,1187.390734,1.0983355,823,0.242701268
0.07739928,0.077427084,6.120806639,56.72104737,3316,127,127,1,28.92083379,29.07991012,12.61137926,1283.848964,1240.790423,1.034702509,951,0.286791315
0.117866067,0.109067661,4.423555584,28.53364074,3382,127,127,1,28.89930811,28.57398508,8.45377507,1268.726953,1294.311446,1.020165484,946,0.279716144
0.124599801,0.109682509,4.03808376,25.37587457,3377,127,127,1,28.1429528,30.20669124,3.78999758,1238.812789,1266.070151,1.02200281,889,0.263251407
0.07462589,0.08434837,6.757558988,60.92494842,3418,127,127,1,27.66535569,28.48254016,11.14119061,1219.745209,1284.630922,1.053196121,868,0.253949678
0.154565669,0.128644121,3.224340311,16.15192967,3328,127,127,1,27.10520777,27.60049866,18.17758076,1222.914277,1223.000256,1.000070306,989,0.297175481
0.121521714,0.118389311,4.502166638,27.80983301,3353,127,127,1,26.70780783,29.62453019,16.02491076,1220.933223,1284.023585,1.051673884,950,0.283328363
0.063004318,0.094745576,7.294505906,61.39752005,3620,127,127,1,24.24265453,28.25812263,16.16544012,1175.296981,1301.057439,1.107003132,1144,0.316022099
0.103294702,0.108032975,5.123963693,34.96841841,3389,127,127,1,26.2508621,26.76341773,17.7354923,1209.097254,1253.571346,1.03678289,851,0.251106521
0.129148715,0.116617392,4.091137524,24.40478435,3385,127,127,1,27.02328732,29.45126546,17.70417667,1196.158713,1305.458602,1.091375741,903,0.26676514
0.1925135,0.149165295,2.426288951,9.177554962,3367,127,127,1,26.76690435,28.98125296,50.82315422,1231.673152,1310.476017,1.063980339,847,0.251559252
0.107320389,0.104116778,4.792767426,32.97840035,3427,127,127,1,28.81020683,29.63250383,16.94772186,1303.366464,1296.797625,1.00506543,1055,0.307849431
0.088967955,0.084497151,5.498215887,46.71290331,3396,127,127,1,28.79461505,28.77275755,3.623752883,1265.65563,1248.21997,1.01396842,1014,0.298586572
0.158507104,0.125836142,2.830449928,13.72588325,3307,127,127,1,30.59210647,27.68734635,18.61904555,1302.376387,1271.020532,1.024669826,829,0.250680375
0.16224078,0.130482814,2.926107719,13.96043655,3292,127,127,1,28.69985052,29.39030884,20.76174129,1230.930736,1239.220935,1.006734903,944,0.286755772
0.084166284,0.081185069,5.709512757,49.35745087,3410,127,127,1,29.46467411,28.61762481,14.6182497,1301.084737,1233.351655,1.054917899,1070,0.313782991
0.096180635,0.090667753,5.031849842,39.98244216,3372,127,127,1,30.28993276,28.03636699,5.670007101,1292.322027,1168.501685,1.105965052,887,0.263048636
0.102943809,0.093720272,4.821927573,36.73105533,3388,127,127,1,28.05372022,28.76399179,17.88429723,1244.421829,1166.303726,1.066979211,900,0.265643447
0.144546569,0.118360122,3.342086484,18.21044149,3280,127,127,1,29.20795217,26.39295483,21.40061661,1230.811888,1170.893545,1.051173178,820,0.25
0.162841797,0.129792218,2.849898999,13.28860292,3369,127,127,1,29.20280283,25.68538198,21.65658813,1282.880879,1131.389317,1.133898703,888,0.263579697
0.149553127,0.124664878,3.542640323,19.12722904,3304,127,127,1,29.1209806,26.58967493,19.59878103,1265.234967,1140.345152,1.109519311,847,0.256355932
0.107747875,0.101288847,4.897404316,35.41322036,3473,127,127,1,30.93496201,30.52575152,9.709832297,1341.336537,1196.731215,1.120833585,978,0.281600921
0.165999588,0.13059041,2.969511131,14.39630222,3384,127,127,1,31.80192906,26.67153638,10.24830517,1298.471844,1150.457723,1.128656723,830,0.245271868
0.129547478,0.115284386,4.297898694,27.01973898,3343,127,127,1,29.11341502,25.56390342,15.52915097,1222.655245,1101.78132,1.109707728,888,0.265629674
0.121396532,0.108212749,4.436436153,29.63060246,3285,127,127,1,30.01977215,29.08526739,10.92158537,1269.145772,1187.004052,1.069200876,841,0.256012177
0.263123755,0.175134581,1.399440231,2.894936754,3379,127,127,1,32.50239043,28.94550728,83.5125228,1350.3656,1162.468505,1.161636289,889,0.26309559
0.128372013,0.10878595,3.813653839,23.88266453,3311,127,127,1,29.26503502,26.68693258,14.80299011,1285.707318,1102.674649,1.165989732,1008,0.304439746
0.100424853,0.092435544,4.854157299,37.25923768,3425,127,127,1,29.48236072,27.91705974,14.12964504,1284.24887,1161.794634,1.105400932,890,0.259854015
0.121535357,0.10558779,4.127457803,26.90191118,3305,127,127,1,28.74884359,27.56149098,3.706776542,1271.442536,1185.072824,1.072881354,835,0.252647504
0.105038871,0.094257823,4.554246823,33.60669473,3418,127,127,1,28.27294132,28.20868425,12.18500904,1227.438983,1211.113496,1.013479733,872,0.255119953
0.13474528,0.110417142,3.540105143,21.32028626,3453,127,127,1,30.11885915,28.12877354,16.3697407,1300.47149,1185.983728,1.096534008,988,0.286128005
0.128079044,0.107659102,3.822966365,24.26258716,3289,127,127,1,29.54378762,28.29471337,18.74136142,1266.619648,1211.008379,1.045921457,829,0.252052296
0.080160702,0.08558929,6.45883953,57.78508949,3551,127,127,1,27.58210339,27.77023306,9.982912677,1216.096378,1194.41515,1.018152171,844,0.237679527
0.102463187,0.093859184,5.094516639,39.88274531,3291,127,127,1,30.60456269,30.66727867,14.28441695,1255.805374,1243.987196,1.009500241,905,0.274992404
0.127554142,0.114834236,3.939579681,23.29223708,3341,127,127,1,26.8619076,26.96808329,18.55325777,1191.190826,1202.898568,1.009828603,869,0.260101766
0.128093405,0.118650592,4.091368792,23.99491687,3293,127,127,1,24.63965857,26.54267922,15.12601753,1096.577707,1172.643219,1.069366276,850,0.258123292
0.105026425,0.100916233,5.050536308,36.18720057,3303,127,127,1,26.19081758,28.93589846,17.42621539,1196.049596,1260.590895,1.053962059,1019,0.308507417
0.132345521,0.116823107,3.947435541,23.05869497,3371,127,127,1,27.02359733,28.28341401,21.3245182,1195.78875,1258.80695,1.052700111,916,0.271729457
0.11375517,0.119988591,4.960158924,31.18887761,3385,127,127,1,24.8387536,24.14192895,16.27880688,1148.733603,1156.059517,1.006377383,901,0.266174298
0.073703661,0.083231403,6.671210983,59.51475864,3315,127,127,1,26.16774463,25.2450061,15.57850391,1180.08081,1189.576668,1.008046786,855,0.257918552
0.146269196,0.123736827,3.552416845,19.40068246,3281,127,127,1,26.3704349,26.62771481,20.7528649,1205.848789,1220.661922,1.012284404,863,0.263029564
0.148056688,0.123397101,3.416074924,18.39470474,3300,127,127,1,28.55127133,27.9515955,18.90388534,1219.74259,1225.640523,1.004835392,871,0.263939394
0.139237707,0.117609422,3.691881144,21.08170026,3342,127,127,1,27.06497818,29.34181341,13.68161244,1178.513504,1270.888221,1.0783824,899,0.269000598
0.171215342,0.129440014,2.701307139,12.65061581,3418,127,127,1,28.43979234,27.51751291,8.261912643,1215.361586,1221.235174,1.004832791,820,0.239906378
0.191422287,0.139766016,2.30338548,9.181297272,3388,127,127,1,29.0633277,28.60166757,16.7522575,1251.412609,1270.101971,1.014934612,824,0.243211334
0.133728745,0.113451258,3.831933303,23.03916205,3379,127,127,1,28.08127071,28.79508682,16.01463901,1248.495352,1241.03869,1.006008404,997,0.295057709
0.159775917,0.125981546,3.032248103,15.28147612,3382,127,127,1,27.22478637,27.77271079,13.23321549,1199.99763,1242.056004,1.035048714,972,0.287403903
0.152287263,0.12210085,3.331399337,18.13970184,3363,127,127,1,28.86719315,27.9787922,14.1497343,1254.477474,1253.539536,1.000748231,951,0.282783229
0.147460698,0.118684794,3.448123422,19.25555803,3355,127,127,1,27.81479816,25.56475655,15.92569444,1212.731968,1143.25003,1.060775802,923,0.275111773
0.241355746,0.164974109,1.663852359,4.466744507,3324,127,127,1,27.68509647,27.34349815,18.96488863,1206.048014,1198.786985,1.00605698,898,0.270156438
0.138238406,0.112343907,3.562865005,20.81091275,3359,127,127,1,27.73068941,25.86462393,14.55567816,1209.548809,1188.237334,1.017935369,860,0.25602858
0.170527918,0.12817404,2.670866933,12.40003797,3295,127,127,1,28.19213956,27.66922048,16.47294341,1245.765127,1174.242802,1.060909315,945,0.286798179
0.166667385,0.127859176,2.801437478,13.23997242,3438,127,127,1,27.82835169,26.41764194,9.945765034,1230.385875,1156.566572,1.063826247,836,0.243164631
0.097007123,0.094127556,5.500667184,43.10157828,3486,127,127,1,26.83122211,26.08006556,8.479241295,1206.538652,1163.266885,1.037198486,1019,0.292312106
0.144744275,0.11489462,3.49981349,20.41006108,3466,127,127,1,28.8881022,27.14997717,9.404865908,1263.137141,1170.56731,1.079081168,952,0.274668205
0.163888251,0.127259165,3.045666965,15.34080003,3393,127,127,1,29.95282053,27.62761492,8.669135171,1289.730207,1134.697496,1.136629111,854,0.251694665
0.170206466,0.13046143,2.949293698,14.22605377,3347,127,127,1,30.84191896,27.00879788,17.8640903,1261.561086,1128.301173,1.118106687,894,0.26710487
0.108148074,0.097018551,4.837149585,35.43175625,3301,127,127,1,30.34686676,27.32099791,10.33612029,1311.993098,1215.238612,1.079617686,864,0.261738867
0.156600174,0.125220173,3.247906939,16.70686924,3385,127,127,1,29.1543217,25.12319454,8.634699279,1316.479853,1130.899382,1.164099897,839,0.247858198
0.187386546,0.140665467,2.52896809,10.50793867,3360,127,127,1,28.32617705,25.52268581,18.13286669,1234.358044,1120.101176,1.102005847,922,0.274404762
0.160700779,0.128916393,3.081164011,15.09366895,3326,127,127,1,28.10565428,26.76494773,16.05269475,1279.102402,1160.567917,1.102134898,825,0.248045701
0.18326416,0.139282577,2.537114954,10.68698706,3282,127,127,1,29.57645172,27.68002404,14.85823183,1261.598319,1189.346316,1.06074934,914,0.278488726
0.197011432,0.147404635,2.292680569,8.602306735,3372,127,127,1,28.99868855,29.15391927,15.51416894,1283.944851,1212.080273,1.05929028,933,0.276690391
0.211089729,0.154986967,2.097950238,7.063355558,3290,127,127,1,28.96599375,26.41662801,17.52482735,1261.458113,1177.486447,1.071314337,824,0.250455927
0.070985802,0.069715359,6.229639492,60.09974724,3563,127,127,1,28.67999905,29.87513842,5.323205578,1273.787516,1242.357848,1.025298402,997,0.279820376
0.126553644,0.112322873,4.018115037,24.70383799,3297,127,127,1,27.71866782,28.48225045,10.82656529,1247.913249,1328.979262,1.064961258,852,0.258416742
0.089868882,0.089074755,5.424898652,43.29258012,3356,127,127,1,27.08672899,28.92358667,3.984054749,1200.253567,1234.79016,1.028774414,1091,0.325089392
0.130551566,0.119020602,4.076492081,23.99877911,3283,127,127,1,27.54099572,28.08092491,16.73291544,1202.301272,1266.746141,1.053601265,826,0.251599147
0.154727472,0.132448663,3.329609524,16.64734244,3326,127,127,1,27.83158458,27.6226954,16.94180157,1185.095943,1230.991509,1.0387273,850,0.255562237
0.136221613,0.12212317,3.836816347,21.39482939,3306,127,127,1,26.49126894,27.94229592,13.36891291,1215.196309,1257.138794,1.034514987,943,0.285238959
0.231275611,0.170447289,1.945513736,5.612557426,3343,127,127,1,26.64653212,26.57389723,15.13295393,1259.44851,1270.300692,1.008616615,870,0.260245289
0.057539158,0.090163829,7.577404115,66.76820927,3332,127,127,1,24.86376984,26.37560627,13.57219188,1132.636176,1238.95745,1.093870632,923,0.277010804
0.085470761,0.089212221,6.054659744,50.89539929,3409,127,127,1,25.77515522,28.69978161,17.33866892,1198.616941,1256.42308,1.048227367,1019,0.298914638
